,Brand,Processor,RAM (GB),Storage Type,Storage Size,GPU,Screen Size (inch),Resolution,Battery Life (hours),Weight (kg),Operating System,Price ($),Price Category
11225,Asus,AMD Ryzen 3,8,SSD,512.0,AMD Radeon RX 6800,14.0,3840x2160,9.1,1.78,Linux,1267.51,Mid-End
11226,HP,AMD Ryzen 7,16,SSD,512.0,Nvidia RTX 3060,17.3,3840x2160,6.8,2.73,macOS,2742.13,High-End
11227,Asus,AMD Ryzen 3,4,SSD,2048.0,Nvidia RTX 3060,17.3,3840x2160,4.5,2.44,Linux,1330.11,Mid-End
11228,Lenovo,Intel i3,16,SSD,2048.0,Nvidia RTX 2060,14.0,3840x2160,8.3,2.2,FreeDOS,1728.47,High-End
11229,Razer,AMD Ryzen 9,64,SSD,1024.0,Integrated,14.0,2560x1440,5.2,2.29,Linux,4507.63,Luxury
11230,Asus,AMD Ryzen 3,8,HDD,1024.0,Nvidia RTX 3060,15.6,1366x768,12.0,2.35,Windows,702.29,Low-End
11231,Asus,Intel i5,16,SSD,256.0,Nvidia RTX 3060,15.6,3840x2160,11.5,1.39,macOS,2337.82,High-End
11232,Samsung,Intel i3,4,SSD,512.0,AMD Radeon RX 6800,14.0,3840x2160,8.1,3.35,Windows,1286.94,Mid-End
11233,Samsung,AMD Ryzen 9,16,SSD,2048.0,Nvidia GTX 1650,15.6,1920x1080,5.2,3.06,macOS,2057.99,High-End
11234,Samsung,AMD Ryzen 3,8,SSD,256.0,AMD Radeon RX 6800,16.0,1366x768,10.5,2.9,Linux,929.53,Mid-End
11235,Samsung,Intel i5,8,SSD,256.0,Nvidia RTX 2060,15.6,3840x2160,8.6,1.34,macOS,1958.61,High-End
11236,Lenovo,Intel i9,8,HDD,1024.0,Nvidia RTX 3080,17.3,1920x1080,11.3,2.57,FreeDOS,1659.51,High-End
11237,Lenovo,Intel i9,16,SSD,1024.0,Integrated,17.3,3840x2160,5.3,2.66,macOS,2571.99,High-End
11238,Microsoft,Intel i9,64,SSD,256.0,Nvidia RTX 2060,17.3,3840x2160,9.7,1.68,FreeDOS,7075.25,Luxury
11239,Apple,AMD Ryzen 3,8,SSD,2048.0,Nvidia RTX 3060,15.6,2560x1440,8.7,2.53,FreeDOS,1702.02,High-End
11240,Acer,Intel i7,64,SSD,2048.0,Nvidia RTX 2060,16.0,1920x1080,5.3,1.45,Windows,3393.27,Luxury
11241,Microsoft,Intel i5,16,HDD,1024.0,Nvidia RTX 3080,16.0,1920x1080,4.8,2.95,Windows,1059.31,Mid-End
11242,Samsung,AMD Ryzen 3,8,SSD,1024.0,Integrated,17.3,1920x1080,6.6,2.96,macOS,615.44,Low-End
11243,Dell,Intel i3,16,HDD,1024.0,AMD Radeon RX 6800,14.0,1366x768,5.4,2.07,FreeDOS,665.36,Low-End
11244,Acer,AMD Ryzen 7,32,SSD,512.0,Integrated,16.0,3840x2160,9.8,1.76,macOS,2477.45,High-End
11245,Asus,Intel i5,8,HDD,1024.0,Nvidia GTX 1650,13.3,2560x1440,11.6,2.03,Windows,941.79,Mid-End
11246,Samsung,AMD Ryzen 3,16,SSD,2048.0,AMD Radeon RX 6600,16.0,2560x1440,4.6,1.41,Windows,1433.82,Mid-End
11247,Samsung,Intel i5,8,HDD,1024.0,AMD Radeon RX 6600,14.0,1366x768,5.8,1.47,FreeDOS,836.37,Mid-End
11248,Acer,AMD Ryzen 3,64,SSD,256.0,Nvidia RTX 3080,17.3,3840x2160,9.1,2.91,FreeDOS,3628.76,Luxury
11249,Lenovo,AMD Ryzen 7,32,SSD,2048.0,Nvidia RTX 3080,17.3,3840x2160,5.8,1.86,Windows,3496.47,Luxury
11250,HP,AMD Ryzen 5,16,SSD,512.0,AMD Radeon RX 6600,15.6,3840x2160,5.0,2.86,Windows,2047.74,High-End
11251,Razer,AMD Ryzen 9,8,SSD,2048.0,AMD Radeon RX 6600,14.0,2560x1440,4.5,1.23,FreeDOS,2920.43,High-End
11252,Acer,AMD Ryzen 7,8,SSD,2048.0,AMD Radeon RX 6600,16.0,1366x768,11.2,1.58,Linux,1018.24,Mid-End
11253,Dell,AMD Ryzen 3,4,SSD,256.0,Integrated,14.0,1920x1080,5.3,2.84,macOS,640.92,Low-End
11254,Samsung,Intel i5,64,SSD,2048.0,Nvidia GTX 1650,14.0,1366x768,4.4,3.33,FreeDOS,1965.02,High-End
11255,Razer,AMD Ryzen 5,64,HDD,1024.0,Nvidia RTX 2060,13.3,2560x1440,7.0,3.4,macOS,3560.71,Luxury
11256,Microsoft,AMD Ryzen 3,16,SSD,1024.0,AMD Radeon RX 6800,13.3,1920x1080,4.9,1.8,macOS,1033.84,Mid-End
11257,Apple,Intel i7,32,SSD,2048.0,Integrated,14.0,1920x1080,5.7,2.91,Linux,1901.84,High-End
11258,MSI,Intel i3,4,SSD,2048.0,Nvidia RTX 2060,17.3,2560x1440,10.1,1.92,Linux,1479.22,Mid-End
11259,Lenovo,Intel i5,64,SSD,512.0,Nvidia RTX 3060,15.6,1366x768,10.2,3.43,Linux,2178.41,High-End
11260,Microsoft,AMD Ryzen 7,64,SSD,2048.0,Nvidia RTX 3060,15.6,1366x768,7.6,1.68,FreeDOS,2602.11,High-End
11261,Razer,Intel i9,8,SSD,512.0,Nvidia RTX 3060,14.0,3840x2160,4.8,1.84,FreeDOS,3816.47,Luxury
11262,MSI,Intel i9,64,SSD,2048.0,Integrated,13.3,2560x1440,5.7,3.26,Windows,4165.7,Luxury
11263,MSI,AMD Ryzen 9,4,HDD,1024.0,Nvidia RTX 3060,16.0,1920x1080,5.5,2.9,Windows,1933.15,High-End
11264,Acer,Intel i3,32,SSD,2048.0,Integrated,17.3,2560x1440,7.7,1.33,FreeDOS,1271.45,Mid-End
11265,Microsoft,AMD Ryzen 3,32,HDD,1024.0,Nvidia GTX 1650,17.3,2560x1440,5.4,1.82,Linux,1515.99,High-End
11266,Acer,AMD Ryzen 9,64,SSD,512.0,AMD Radeon RX 6800,17.3,1920x1080,6.9,2.16,Linux,4469.72,Luxury
11267,Microsoft,AMD Ryzen 3,32,SSD,1024.0,Nvidia GTX 1650,17.3,1366x768,8.2,1.55,FreeDOS,1117.58,Mid-End
11268,HP,AMD Ryzen 5,32,SSD,2048.0,Nvidia RTX 3060,15.6,2560x1440,9.3,3.34,macOS,2282.29,High-End
11269,Asus,Intel i5,32,SSD,256.0,Integrated,17.3,2560x1440,8.1,1.72,Windows,1594.13,High-End
11270,Samsung,Intel i3,16,SSD,256.0,Nvidia RTX 2060,16.0,3840x2160,4.9,3.33,Windows,1952.71,High-End
11271,Asus,Intel i7,8,SSD,1024.0,Nvidia RTX 2060,14.0,3840x2160,8.3,2.61,FreeDOS,2058.48,High-End
11272,HP,AMD Ryzen 5,8,SSD,256.0,Integrated,13.3,1920x1080,10.5,1.44,Windows,781.94,Low-End
11273,Samsung,AMD Ryzen 7,16,SSD,512.0,AMD Radeon RX 6800,13.3,2560x1440,6.3,3.48,Windows,1945.93,High-End
11274,HP,Intel i7,32,SSD,1024.0,Nvidia GTX 1650,13.3,3840x2160,4.4,2.2,Windows,3276.49,Luxury
11275,Razer,Intel i7,64,SSD,1024.0,Integrated,17.3,2560x1440,8.4,2.81,macOS,3928.23,Luxury
11276,Lenovo,Intel i9,16,HDD,1024.0,AMD Radeon RX 6600,15.6,1366x768,11.3,1.79,Linux,1401.11,Mid-End
11277,Samsung,Intel i7,64,SSD,2048.0,Nvidia RTX 3060,13.3,1366x768,12.0,1.59,FreeDOS,2486.14,High-End
11278,Razer,AMD Ryzen 7,32,SSD,256.0,Nvidia RTX 2060,14.0,2560x1440,5.2,3.05,Linux,3303.45,Luxury
11279,Samsung,AMD Ryzen 7,64,SSD,1024.0,Nvidia RTX 2060,14.0,2560x1440,8.9,2.34,Linux,3817.97,Luxury
11280,Microsoft,Intel i3,16,SSD,512.0,Nvidia GTX 1650,16.0,2560x1440,6.5,2.91,FreeDOS,1511.75,High-End
11281,Dell,Intel i7,16,SSD,1024.0,AMD Radeon RX 6600,16.0,2560x1440,11.9,1.26,Linux,2106.8,High-End
11282,Microsoft,AMD Ryzen 7,4,SSD,512.0,AMD Radeon RX 6800,14.0,3840x2160,5.2,2.71,FreeDOS,1895.75,High-End
11283,Lenovo,Intel i7,4,HDD,1024.0,Nvidia GTX 1650,16.0,1920x1080,6.2,2.58,macOS,1136.76,Mid-End
11284,Microsoft,Intel i9,32,SSD,1024.0,AMD Radeon RX 6600,15.6,1920x1080,5.1,2.97,FreeDOS,2991.98,High-End
11285,Microsoft,Intel i3,64,SSD,256.0,AMD Radeon RX 6800,15.6,1366x768,5.7,2.94,Linux,1700.91,High-End
11286,Dell,AMD Ryzen 9,4,SSD,1024.0,AMD Radeon RX 6600,16.0,1366x768,7.9,2.4,macOS,1432.23,Mid-End
11287,HP,AMD Ryzen 3,16,SSD,256.0,Nvidia RTX 3080,14.0,1366x768,7.9,1.34,Linux,876.81,Mid-End
11288,Acer,AMD Ryzen 5,16,SSD,256.0,Nvidia RTX 2060,13.3,3840x2160,6.8,3.4,macOS,1868.94,High-End
11289,Asus,Intel i9,16,SSD,2048.0,Nvidia GTX 1650,16.0,2560x1440,5.6,2.86,Windows,2698.49,High-End
11290,Samsung,Intel i7,64,HDD,1024.0,Nvidia GTX 1650,16.0,2560x1440,10.8,2.93,Linux,3389.25,Luxury
11291,HP,Intel i7,64,HDD,1024.0,Nvidia RTX 3080,17.3,1366x768,8.5,2.61,Windows,2354.78,High-End
11292,HP,AMD Ryzen 5,4,SSD,256.0,Nvidia RTX 3080,17.3,2560x1440,7.0,1.24,Linux,1105.47,Mid-End
11293,HP,AMD Ryzen 3,4,HDD,1024.0,Nvidia RTX 3080,13.3,3840x2160,6.6,2.1,FreeDOS,1009.72,Mid-End
11294,HP,Intel i9,4,SSD,256.0,AMD Radeon RX 6600,14.0,2560x1440,10.5,1.39,Windows,1815.0,High-End
11295,Asus,AMD Ryzen 3,32,SSD,512.0,Nvidia RTX 3080,14.0,1920x1080,8.3,1.2,macOS,1342.32,Mid-End
11296,Microsoft,Intel i3,4,SSD,256.0,Integrated,14.0,3840x2160,8.5,2.69,Linux,797.2,Low-End
11297,Razer,AMD Ryzen 3,32,SSD,512.0,Nvidia GTX 1650,17.3,2560x1440,7.3,1.71,macOS,2423.84,High-End
11298,Lenovo,Intel i5,8,SSD,1024.0,Nvidia GTX 1650,14.0,1366x768,10.2,2.46,macOS,992.77,Mid-End
11299,Microsoft,Intel i9,8,SSD,2048.0,AMD Radeon RX 6800,17.3,1366x768,11.0,3.3,Windows,1403.03,Mid-End
11300,MSI,AMD Ryzen 7,4,HDD,1024.0,AMD Radeon RX 6600,15.6,1920x1080,10.6,1.44,Windows,1326.52,Mid-End
11301,Acer,Intel i3,4,HDD,1024.0,AMD Radeon RX 6600,17.3,1920x1080,10.7,1.24,FreeDOS,674.24,Low-End
11302,Dell,Intel i9,4,SSD,512.0,Integrated,14.0,1920x1080,5.1,1.24,Linux,1083.59,Mid-End
11303,HP,Intel i3,4,SSD,512.0,Integrated,14.0,1920x1080,10.6,2.98,Linux,499.86,Low-End
11304,Asus,Intel i7,32,HDD,1024.0,Nvidia RTX 2060,13.3,2560x1440,6.2,2.78,macOS,2054.69,High-End
11305,Asus,Intel i5,8,SSD,1024.0,Nvidia GTX 1650,14.0,1920x1080,11.8,1.46,Windows,1095.34,Mid-End
11306,Dell,Intel i9,64,SSD,2048.0,Nvidia RTX 3060,15.6,2560x1440,6.6,1.69,macOS,5327.56,Luxury
11307,MSI,AMD Ryzen 7,64,SSD,512.0,AMD Radeon RX 6600,16.0,1920x1080,4.8,2.93,macOS,4329.46,Luxury
11308,Dell,Intel i7,8,SSD,2048.0,Integrated,14.0,1920x1080,9.0,2.37,Linux,916.09,Mid-End
11309,Lenovo,Intel i3,4,SSD,512.0,Nvidia RTX 3060,17.3,2560x1440,4.2,2.58,Linux,1152.49,Mid-End
11310,HP,AMD Ryzen 5,16,HDD,1024.0,Nvidia RTX 3080,17.3,1366x768,11.1,1.27,FreeDOS,970.92,Mid-End
11311,Asus,AMD Ryzen 3,4,SSD,256.0,Nvidia RTX 3060,15.6,3840x2160,9.5,3.4,Windows,1248.38,Mid-End
11312,Dell,AMD Ryzen 3,16,HDD,1024.0,Nvidia GTX 1650,13.3,3840x2160,6.9,2.39,Linux,1521.97,High-End
11313,Asus,Intel i5,64,SSD,256.0,AMD Radeon RX 6800,14.0,1366x768,11.2,3.03,macOS,1959.81,High-End
11314,Asus,AMD Ryzen 3,32,SSD,1024.0,Nvidia RTX 3060,17.3,1366x768,7.2,2.48,Windows,1125.34,Mid-End
11315,Asus,Intel i7,16,SSD,256.0,Integrated,14.0,1366x768,8.5,2.69,Linux,981.61,Mid-End
11316,HP,Intel i9,32,SSD,512.0,AMD Radeon RX 6800,16.0,1920x1080,8.9,1.52,macOS,2860.45,High-End
11317,Lenovo,Intel i9,64,SSD,512.0,Nvidia RTX 2060,15.6,3840x2160,4.1,1.3,Windows,7288.13,Luxury
11318,HP,Intel i5,16,SSD,1024.0,Nvidia RTX 3080,16.0,1920x1080,8.4,1.26,FreeDOS,1314.7,Mid-End
11319,Dell,AMD Ryzen 7,8,SSD,2048.0,AMD Radeon RX 6600,15.6,1920x1080,9.8,2.26,Linux,1498.02,Mid-End
11320,MSI,Intel i7,64,HDD,1024.0,Nvidia GTX 1650,17.3,1366x768,10.7,2.45,FreeDOS,3062.89,Luxury
11321,Microsoft,Intel i5,16,SSD,2048.0,Integrated,17.3,1920x1080,8.0,3.37,macOS,930.06,Mid-End
11322,Razer,Intel i9,64,SSD,256.0,AMD Radeon RX 6800,13.3,3840x2160,8.1,1.54,Linux,9056.57,Luxury
11323,Dell,AMD Ryzen 3,64,SSD,1024.0,Nvidia RTX 3060,15.6,3840x2160,10.9,2.8,Windows,3544.99,Luxury
11324,HP,Intel i3,16,SSD,512.0,AMD Radeon RX 6800,14.0,1920x1080,4.8,2.59,Windows,1097.28,Mid-End
11325,Microsoft,Intel i5,32,HDD,1024.0,Integrated,13.3,1920x1080,6.3,2.46,FreeDOS,959.15,Mid-End
11326,Dell,AMD Ryzen 3,64,SSD,1024.0,Nvidia RTX 3060,14.0,2560x1440,8.3,2.7,macOS,2400.23,High-End
11327,Samsung,AMD Ryzen 3,8,SSD,512.0,AMD Radeon RX 6600,15.6,1366x768,4.0,1.48,Linux,858.97,Mid-End
11328,Dell,AMD Ryzen 9,16,SSD,2048.0,AMD Radeon RX 6600,13.3,1366x768,9.7,2.5,Windows,1801.89,High-End
11329,MSI,Intel i9,16,SSD,512.0,Nvidia RTX 3060,14.0,1366x768,6.3,3.29,Linux,2139.39,High-End
11330,MSI,AMD Ryzen 9,32,SSD,2048.0,AMD Radeon RX 6600,13.3,1920x1080,10.5,2.48,FreeDOS,3466.02,Luxury
11331,HP,AMD Ryzen 5,4,HDD,1024.0,AMD Radeon RX 6600,14.0,2560x1440,9.3,2.56,FreeDOS,1096.91,Mid-End
11332,Apple,Intel i9,16,SSD,512.0,Nvidia GTX 1650,17.3,1366x768,5.6,2.37,Windows,2705.31,High-End
11333,Dell,AMD Ryzen 9,64,SSD,1024.0,AMD Radeon RX 6800,16.0,3840x2160,6.6,1.99,FreeDOS,7173.8,Luxury
11334,Microsoft,Intel i9,8,SSD,512.0,Nvidia GTX 1650,15.6,1920x1080,4.1,2.89,FreeDOS,1914.73,High-End
11335,Apple,Intel i7,8,SSD,2048.0,AMD Radeon RX 6800,14.0,1366x768,8.7,2.74,Linux,1504.66,High-End
11336,Apple,AMD Ryzen 3,32,SSD,1024.0,Integrated,15.6,2560x1440,10.7,3.12,macOS,1732.93,High-End
11337,Dell,AMD Ryzen 9,4,HDD,1024.0,Nvidia RTX 2060,16.0,1920x1080,9.6,1.44,macOS,1456.24,Mid-End
11338,Dell,Intel i9,4,SSD,512.0,Nvidia RTX 3060,15.6,3840x2160,10.4,1.56,FreeDOS,2829.11,High-End
11339,Razer,Intel i7,8,SSD,512.0,AMD Radeon RX 6800,17.3,2560x1440,9.7,2.69,Linux,2491.87,High-End
11340,Samsung,AMD Ryzen 7,64,SSD,256.0,Nvidia GTX 1650,13.3,1920x1080,7.4,3.21,Linux,3059.11,Luxury
11341,Razer,Intel i9,8,SSD,2048.0,Nvidia RTX 3080,15.6,1920x1080,7.8,3.32,Linux,2399.68,High-End
11342,Razer,Intel i9,4,HDD,1024.0,Integrated,17.3,2560x1440,10.2,1.98,Linux,1710.67,High-End
11343,Dell,Intel i9,64,SSD,2048.0,Nvidia RTX 3080,14.0,2560x1440,7.4,1.95,Windows,4864.81,Luxury
11344,Acer,Intel i5,32,SSD,512.0,Nvidia RTX 2060,16.0,1366x768,4.6,2.56,FreeDOS,1367.66,Mid-End
11345,Lenovo,Intel i9,16,SSD,1024.0,AMD Radeon RX 6600,16.0,3840x2160,9.4,2.86,Linux,3540.85,Luxury
11346,Microsoft,Intel i5,16,SSD,1024.0,Nvidia RTX 2060,13.3,1366x768,7.3,1.69,FreeDOS,895.56,Mid-End
11347,Lenovo,AMD Ryzen 3,64,SSD,256.0,AMD Radeon RX 6600,13.3,1920x1080,10.9,3.06,Windows,1919.32,High-End
11348,HP,Intel i5,4,SSD,256.0,Nvidia RTX 3080,13.3,3840x2160,10.4,3.05,FreeDOS,1549.2,High-End
11349,MSI,Intel i9,32,SSD,2048.0,Nvidia RTX 3060,15.6,1366x768,11.9,2.63,Windows,3263.04,Luxury
11350,MSI,AMD Ryzen 7,16,SSD,256.0,AMD Radeon RX 6600,13.3,2560x1440,10.4,2.09,Windows,2409.28,High-End
11351,Apple,AMD Ryzen 9,8,SSD,1024.0,AMD Radeon RX 6600,14.0,1920x1080,10.2,2.21,Windows,2417.01,High-End
11352,Samsung,Intel i5,64,SSD,256.0,Nvidia RTX 3080,13.3,1920x1080,11.3,2.66,Windows,2470.63,High-End
11353,Lenovo,AMD Ryzen 9,32,SSD,512.0,AMD Radeon RX 6800,17.3,2560x1440,5.7,2.93,FreeDOS,3556.12,Luxury
11354,Microsoft,AMD Ryzen 3,32,SSD,256.0,Nvidia GTX 1650,17.3,3840x2160,10.6,2.55,macOS,2544.19,High-End
11355,Lenovo,Intel i3,16,SSD,512.0,AMD Radeon RX 6800,15.6,1920x1080,5.4,2.12,macOS,1178.22,Mid-End
11356,Razer,AMD Ryzen 9,16,SSD,2048.0,Nvidia RTX 3060,16.0,1920x1080,5.2,3.35,Linux,2925.43,High-End
11357,Acer,Intel i7,4,SSD,512.0,AMD Radeon RX 6800,13.3,2560x1440,10.0,2.76,Linux,1564.06,High-End
11358,Microsoft,AMD Ryzen 3,32,SSD,2048.0,Integrated,17.3,1920x1080,10.9,1.78,macOS,1058.85,Mid-End
11359,Samsung,Intel i3,32,SSD,256.0,Nvidia RTX 3080,14.0,1920x1080,6.9,2.8,Windows,1359.07,Mid-End
11360,Dell,AMD Ryzen 9,32,SSD,2048.0,Integrated,17.3,1920x1080,8.2,3.36,Windows,1995.26,High-End
11361,Razer,AMD Ryzen 5,16,SSD,1024.0,Nvidia RTX 2060,13.3,1920x1080,11.4,1.34,macOS,1705.26,High-End
11362,Asus,AMD Ryzen 5,32,SSD,2048.0,AMD Radeon RX 6600,14.0,2560x1440,7.3,2.24,Windows,1922.03,High-End
11363,Samsung,AMD Ryzen 3,32,SSD,1024.0,AMD Radeon RX 6600,13.3,2560x1440,8.5,1.61,macOS,1556.02,High-End
11364,Lenovo,AMD Ryzen 7,64,SSD,2048.0,Nvidia RTX 3060,15.6,3840x2160,5.8,2.25,Linux,5268.64,Luxury
11365,Asus,Intel i5,32,SSD,512.0,Nvidia RTX 3060,17.3,1366x768,8.1,1.95,Windows,1419.09,Mid-End
11366,Asus,Intel i9,16,SSD,2048.0,Nvidia RTX 3060,13.3,3840x2160,4.1,1.97,macOS,3197.8,Luxury
11367,Samsung,Intel i7,16,SSD,1024.0,Nvidia GTX 1650,17.3,3840x2160,7.0,1.28,macOS,2684.58,High-End
11368,Microsoft,Intel i3,64,HDD,1024.0,Integrated,16.0,1366x768,6.9,2.25,Linux,1029.02,Mid-End
11369,Apple,AMD Ryzen 5,4,SSD,2048.0,Integrated,14.0,1920x1080,4.8,1.48,Linux,1063.08,Mid-End
11370,Lenovo,Intel i3,4,SSD,2048.0,AMD Radeon RX 6800,16.0,1920x1080,9.5,2.47,Windows,918.66,Mid-End
11371,Acer,Intel i7,32,SSD,256.0,AMD Radeon RX 6600,17.3,1920x1080,6.7,2.26,Windows,2044.3,High-End
11372,Dell,AMD Ryzen 7,32,SSD,2048.0,AMD Radeon RX 6800,15.6,3840x2160,6.7,1.73,macOS,3759.2,Luxury
11373,Microsoft,AMD Ryzen 9,64,SSD,512.0,Nvidia RTX 3060,15.6,1366x768,11.2,2.65,macOS,3557.65,Luxury
11374,Dell,Intel i5,32,SSD,2048.0,Nvidia GTX 1650,17.3,1920x1080,7.3,2.74,Linux,1638.75,High-End
11375,Lenovo,Intel i7,16,SSD,2048.0,AMD Radeon RX 6800,14.0,3840x2160,7.8,1.94,Linux,2564.91,High-End
11376,Asus,AMD Ryzen 7,64,HDD,1024.0,Nvidia RTX 3080,16.0,1920x1080,5.2,2.04,Windows,2867.51,High-End
11377,Lenovo,Intel i5,16,SSD,1024.0,AMD Radeon RX 6600,17.3,2560x1440,10.8,2.71,FreeDOS,1763.76,High-End
11378,MSI,AMD Ryzen 9,32,SSD,1024.0,Nvidia RTX 3080,15.6,1920x1080,10.2,1.72,macOS,3700.46,Luxury
11379,Apple,Intel i9,32,SSD,1024.0,Nvidia RTX 3080,16.0,1366x768,9.0,3.23,Linux,3510.91,Luxury
11380,Dell,AMD Ryzen 7,4,SSD,512.0,Nvidia GTX 1650,14.0,2560x1440,7.0,2.57,macOS,1562.34,High-End
11381,Samsung,Intel i9,32,HDD,1024.0,Nvidia RTX 2060,15.6,2560x1440,5.9,2.76,Windows,3147.55,Luxury
11382,Microsoft,Intel i3,8,SSD,512.0,AMD Radeon RX 6600,14.0,3840x2160,9.2,3.06,Linux,1444.41,Mid-End
11383,Asus,Intel i7,4,SSD,256.0,Integrated,13.3,2560x1440,4.5,2.7,FreeDOS,991.07,Mid-End
11384,Apple,Intel i5,32,SSD,1024.0,Nvidia RTX 2060,13.3,1920x1080,7.7,2.51,Windows,2491.46,High-End
11385,Asus,AMD Ryzen 3,64,SSD,512.0,AMD Radeon RX 6800,17.3,3840x2160,5.7,2.35,FreeDOS,3742.07,Luxury
11386,MSI,Intel i9,8,HDD,1024.0,Nvidia RTX 2060,15.6,2560x1440,5.2,3.02,FreeDOS,2433.96,High-End
11387,Razer,Intel i7,8,SSD,1024.0,Nvidia RTX 3080,15.6,1920x1080,5.9,2.45,Windows,1948.04,High-End
11388,Dell,AMD Ryzen 7,4,SSD,2048.0,Integrated,14.0,2560x1440,7.6,1.95,macOS,1046.54,Mid-End
11389,Samsung,AMD Ryzen 5,32,HDD,1024.0,AMD Radeon RX 6800,14.0,2560x1440,4.6,1.81,Windows,1643.62,High-End
11390,Acer,Intel i9,4,HDD,1024.0,Nvidia GTX 1650,16.0,1920x1080,8.0,2.5,Linux,1534.64,High-End
11391,Dell,Intel i3,32,SSD,1024.0,AMD Radeon RX 6800,13.3,1366x768,4.5,3.32,macOS,1104.09,Mid-End
11392,Acer,AMD Ryzen 5,8,SSD,512.0,AMD Radeon RX 6600,15.6,2560x1440,5.3,3.43,Linux,1436.05,Mid-End
11393,Microsoft,AMD Ryzen 9,32,SSD,512.0,AMD Radeon RX 6800,14.0,3840x2160,6.3,2.54,Windows,4227.27,Luxury
11394,Asus,AMD Ryzen 5,64,SSD,2048.0,AMD Radeon RX 6600,15.6,2560x1440,7.4,3.42,macOS,3168.47,Luxury
11395,HP,Intel i5,8,SSD,256.0,AMD Radeon RX 6800,14.0,1366x768,7.7,3.24,Linux,739.38,Low-End
11396,Asus,AMD Ryzen 3,16,SSD,512.0,Nvidia RTX 3060,16.0,3840x2160,5.5,2.38,macOS,1871.33,High-End
11397,HP,Intel i3,8,HDD,1024.0,Nvidia RTX 2060,13.3,2560x1440,4.0,2.75,Linux,883.85,Mid-End
11398,Acer,AMD Ryzen 3,16,SSD,256.0,Nvidia GTX 1650,14.0,1366x768,11.5,2.37,Linux,927.19,Mid-End
11399,Asus,Intel i3,32,SSD,256.0,Nvidia RTX 3080,16.0,3840x2160,8.6,3.25,macOS,2493.27,High-End
11400,Razer,AMD Ryzen 7,32,SSD,256.0,AMD Radeon RX 6800,13.3,1920x1080,7.0,1.42,FreeDOS,2701.79,High-End
11401,Razer,AMD Ryzen 9,16,SSD,512.0,AMD Radeon RX 6600,14.0,1920x1080,10.4,2.14,FreeDOS,2783.66,High-End
11402,Asus,AMD Ryzen 3,4,HDD,1024.0,Nvidia RTX 2060,16.0,2560x1440,11.1,1.94,Windows,1030.42,Mid-End
11403,Acer,AMD Ryzen 3,4,SSD,512.0,Integrated,17.3,1366x768,11.5,1.28,FreeDOS,394.77,Low-End
11404,Microsoft,Intel i3,4,SSD,2048.0,Nvidia RTX 3080,16.0,2560x1440,7.7,2.34,macOS,1200.02,Mid-End
11405,Lenovo,AMD Ryzen 7,32,SSD,1024.0,Nvidia GTX 1650,17.3,2560x1440,4.6,1.32,Windows,2611.08,High-End
11406,Asus,Intel i3,8,SSD,2048.0,Nvidia GTX 1650,13.3,2560x1440,7.7,3.49,Linux,1150.27,Mid-End
11407,Microsoft,AMD Ryzen 9,4,SSD,2048.0,AMD Radeon RX 6600,13.3,3840x2160,4.2,1.51,FreeDOS,2456.88,High-End
11408,Apple,AMD Ryzen 7,8,SSD,2048.0,Nvidia RTX 3060,17.3,2560x1440,8.0,1.71,Windows,2424.81,High-End
11409,Razer,AMD Ryzen 7,32,SSD,1024.0,AMD Radeon RX 6600,16.0,1920x1080,11.8,2.51,Windows,3110.44,Luxury
11410,HP,Intel i9,16,SSD,2048.0,AMD Radeon RX 6600,14.0,2560x1440,11.2,2.89,FreeDOS,2347.09,High-End
11411,Lenovo,Intel i9,64,HDD,1024.0,Nvidia GTX 1650,17.3,1366x768,6.4,2.63,Windows,2874.88,High-End
11412,Apple,AMD Ryzen 9,16,SSD,2048.0,Integrated,15.6,3840x2160,7.9,1.46,Linux,3529.1,Luxury
11413,Dell,Intel i3,4,SSD,1024.0,AMD Radeon RX 6600,17.3,2560x1440,9.2,1.79,macOS,1194.34,Mid-End
11414,Apple,AMD Ryzen 3,8,SSD,256.0,AMD Radeon RX 6600,17.3,3840x2160,6.4,2.25,macOS,2314.08,High-End
11415,Apple,Intel i9,4,SSD,256.0,AMD Radeon RX 6600,15.6,2560x1440,10.5,1.96,Linux,3072.98,Luxury
11416,Asus,Intel i7,64,SSD,2048.0,Integrated,16.0,3840x2160,6.0,1.3,FreeDOS,3740.42,Luxury
11417,Apple,AMD Ryzen 5,64,HDD,1024.0,Nvidia RTX 3080,15.6,3840x2160,11.7,3.23,macOS,5408.61,Luxury
11418,Dell,AMD Ryzen 7,8,SSD,1024.0,Integrated,14.0,1920x1080,6.8,3.31,Linux,789.36,Low-End
11419,Lenovo,Intel i5,16,SSD,2048.0,Nvidia RTX 2060,13.3,3840x2160,10.0,1.49,Linux,1852.07,High-End
11420,Razer,AMD Ryzen 7,32,SSD,512.0,Nvidia RTX 3060,14.0,1366x768,11.2,1.25,FreeDOS,2302.66,High-End
11421,Microsoft,Intel i9,64,SSD,256.0,Nvidia RTX 3060,13.3,2560x1440,11.8,3.38,macOS,4762.48,Luxury
11422,Asus,AMD Ryzen 7,64,SSD,1024.0,Integrated,16.0,3840x2160,8.4,1.35,Windows,3651.93,Luxury
11423,MSI,AMD Ryzen 9,16,SSD,2048.0,Nvidia RTX 3080,15.6,1920x1080,5.0,2.28,macOS,2684.68,High-End
