Brand,Processor,RAM (GB),Storage Type,Storage Size,GPU,Screen Size (inch),Resolution,Battery Life (hours),Weight (kg),Operating System,Price ($),Price Category
Razer,AMD Ryzen 9,64,SSD,1024.0,Nvidia RTX 3060,14.0,1366x768,11.6,3.31,FreeDOS,4469.25,Luxury
Apple,AMD Ryzen 9,8,SSD,512.0,Nvidia RTX 3080,16.0,1920x1080,5.9,3.49,FreeDOS,2583.97,High-End
Razer,AMD Ryzen 9,4,SSD,256.0,Nvidia RTX 3060,13.3,3840x2160,4.3,1.69,Windows,3426.16,Luxury
Apple,Intel i3,4,SSD,2048.0,Nvidia RTX 2060,15.6,3840x2160,6.0,2.56,Linux,1955.77,High-End
Dell,AMD Ryzen 5,32,HDD,1024.0,Nvidia RTX 3060,14.0,3840x2160,6.1,3.01,FreeDOS,2318.46,High-End
Samsung,AMD Ryzen 5,8,SSD,2048.0,Nvidia RTX 3080,13.3,1366x768,10.5,2.15,macOS,864.05,Mid-End
Apple,AMD Ryzen 3,32,SSD,512.0,Nvidia RTX 3080,17.3,3840x2160,10.2,1.5,macOS,3596.57,Luxury
Dell,AMD Ryzen 3,64,HDD,1024.0,Nvidia GTX 1650,17.3,1366x768,10.8,3.46,Windows,1401.97,Mid-End
MSI,Intel i5,4,SSD,2048.0,Nvidia RTX 2060,16.0,1366x768,6.0,1.89,Linux,957.87,Mid-End
Dell,Intel i9,8,SSD,256.0,Nvidia GTX 1650,17.3,2560x1440,9.3,2.21,Linux,2331.76,High-End
HP,Intel i5,4,SSD,1024.0,Nvidia RTX 3080,14.0,1366x768,7.2,2.45,Linux,725.24,Low-End
Acer,Intel i3,16,SSD,1024.0,Nvidia RTX 3080,13.3,2560x1440,10.8,2.34,macOS,1129.99,Mid-End
Lenovo,AMD Ryzen 5,4,SSD,1024.0,AMD Radeon RX 6800,14.0,1366x768,8.4,1.92,Windows,881.57,Mid-End
HP,AMD Ryzen 5,32,SSD,2048.0,Nvidia GTX 1650,14.0,2560x1440,9.5,3.28,Windows,1922.78,High-End
Acer,AMD Ryzen 7,16,SSD,1024.0,AMD Radeon RX 6600,13.3,3840x2160,7.7,1.26,Linux,2415.38,High-End
Apple,Intel i9,32,HDD,1024.0,Nvidia RTX 3060,17.3,1366x768,5.9,1.85,macOS,3009.84,Luxury
Acer,Intel i3,32,SSD,256.0,AMD Radeon RX 6800,14.0,2560x1440,9.8,3.44,Windows,1776.44,High-End
Dell,AMD Ryzen 3,64,SSD,256.0,Nvidia RTX 3080,14.0,1920x1080,10.3,3.33,FreeDOS,2063.53,High-End
Apple,Intel i3,8,SSD,1024.0,Nvidia RTX 3060,15.6,3840x2160,4.6,1.68,Windows,2327.0,High-End
Asus,Intel i7,32,SSD,1024.0,AMD Radeon RX 6600,14.0,3840x2160,8.5,1.81,Linux,3269.59,Luxury
Razer,Intel i3,4,SSD,2048.0,AMD Radeon RX 6600,17.3,2560x1440,5.1,1.46,Linux,1487.75,Mid-End
Apple,AMD Ryzen 9,64,SSD,256.0,Nvidia GTX 1650,15.6,1366x768,7.3,1.37,FreeDOS,5482.34,Luxury
HP,Intel i3,64,SSD,512.0,Nvidia RTX 3060,15.6,1920x1080,6.6,3.13,Linux,2117.85,High-End
Razer,Intel i9,8,SSD,1024.0,Nvidia RTX 3080,13.3,1920x1080,6.2,1.61,Linux,2243.07,High-End
Samsung,AMD Ryzen 5,16,SSD,256.0,Nvidia RTX 3080,14.0,3840x2160,9.0,2.61,Linux,1900.31,High-End
MSI,Intel i9,64,SSD,256.0,AMD Radeon RX 6600,15.6,1920x1080,5.6,1.55,Linux,5723.3,Luxury
Acer,Intel i3,4,SSD,512.0,Nvidia RTX 3060,17.3,2560x1440,6.5,1.4,Windows,988.5,Mid-End
Acer,Intel i7,64,SSD,256.0,AMD Radeon RX 6800,15.6,1366x768,7.5,3.29,FreeDOS,2752.74,High-End
Razer,AMD Ryzen 9,8,SSD,1024.0,Nvidia RTX 2060,15.6,3840x2160,10.3,2.5,macOS,4245.61,Luxury
Asus,Intel i7,8,SSD,256.0,Nvidia RTX 2060,13.3,1366x768,6.2,2.52,Windows,960.46,Mid-End
Asus,Intel i9,16,SSD,256.0,Nvidia RTX 2060,14.0,1366x768,10.3,1.61,macOS,1642.81,High-End
Apple,AMD Ryzen 9,16,SSD,256.0,AMD Radeon RX 6800,13.3,3840x2160,9.3,2.56,Linux,4766.13,Luxury
Lenovo,Intel i9,64,HDD,1024.0,Nvidia RTX 3080,13.3,2560x1440,8.9,2.85,macOS,4153.59,Luxury
Dell,AMD Ryzen 7,32,HDD,1024.0,Nvidia RTX 3060,14.0,2560x1440,9.1,1.52,FreeDOS,1956.05,High-End
Apple,Intel i9,8,HDD,1024.0,AMD Radeon RX 6600,13.3,1366x768,9.3,1.43,macOS,1834.84,High-End
HP,AMD Ryzen 7,4,SSD,512.0,AMD Radeon RX 6800,16.0,2560x1440,6.5,2.96,macOS,1500.01,High-End
Asus,AMD Ryzen 9,8,SSD,2048.0,AMD Radeon RX 6600,15.6,3840x2160,9.3,3.31,Windows,3014.15,Luxury
Razer,Intel i3,4,SSD,2048.0,Nvidia RTX 2060,14.0,3840x2160,5.5,1.38,FreeDOS,1832.07,High-End
Microsoft,AMD Ryzen 9,8,SSD,1024.0,Nvidia RTX 2060,16.0,2560x1440,7.9,2.6,macOS,2192.5,High-End
MSI,Intel i7,4,SSD,256.0,Nvidia RTX 3060,14.0,3840x2160,6.2,2.46,Windows,2518.88,High-End
Lenovo,Intel i7,4,SSD,2048.0,Nvidia RTX 2060,14.0,1366x768,11.1,2.89,Windows,829.22,Mid-End
HP,Intel i5,64,HDD,1024.0,AMD Radeon RX 6600,17.3,2560x1440,10.7,2.78,Windows,2636.4,High-End
Asus,AMD Ryzen 7,4,SSD,512.0,AMD Radeon RX 6600,14.0,1920x1080,7.1,3.07,FreeDOS,1081.46,Mid-End
Apple,AMD Ryzen 3,4,HDD,1024.0,Integrated,17.3,1366x768,10.7,3.05,Windows,627.45,Low-End
HP,AMD Ryzen 5,32,SSD,256.0,AMD Radeon RX 6600,14.0,2560x1440,5.2,2.09,Windows,1921.09,High-End
MSI,AMD Ryzen 5,64,HDD,1024.0,Nvidia GTX 1650,15.6,3840x2160,6.0,1.67,Windows,4777.5,Luxury
Dell,Intel i5,16,SSD,1024.0,AMD Radeon RX 6600,16.0,2560x1440,11.2,1.58,macOS,1608.91,High-End
Razer,Intel i7,4,SSD,256.0,Nvidia RTX 2060,17.3,2560x1440,11.7,2.75,Linux,2102.57,High-End
Samsung,AMD Ryzen 5,32,SSD,256.0,Nvidia RTX 2060,16.0,1366x768,9.1,2.56,Linux,1441.14,Mid-End
MSI,Intel i9,32,SSD,512.0,AMD Radeon RX 6800,14.0,2560x1440,11.1,3.17,Linux,4342.72,Luxury
Razer,AMD Ryzen 9,4,HDD,1024.0,Nvidia RTX 3060,16.0,2560x1440,8.9,1.99,FreeDOS,2445.6,High-End
Acer,Intel i3,16,SSD,2048.0,Nvidia RTX 3080,14.0,1366x768,10.1,2.59,Windows,832.67,Mid-End
Microsoft,Intel i7,16,HDD,1024.0,AMD Radeon RX 6600,16.0,1366x768,4.4,2.02,FreeDOS,1205.3,Mid-End
Acer,Intel i9,8,SSD,256.0,AMD Radeon RX 6800,13.3,3840x2160,5.1,1.97,Windows,2680.46,High-End
Asus,AMD Ryzen 7,64,SSD,512.0,Nvidia RTX 2060,13.3,2560x1440,11.9,2.4,FreeDOS,3709.85,Luxury
MSI,Intel i9,8,HDD,1024.0,Integrated,13.3,3840x2160,4.7,1.71,Linux,1865.64,High-End
Apple,Intel i3,16,SSD,1024.0,Nvidia RTX 3080,14.0,1920x1080,7.1,2.4,Linux,1505.39,High-End
Asus,Intel i3,16,SSD,1024.0,Integrated,14.0,1920x1080,6.1,1.24,Windows,734.73,Low-End
Samsung,AMD Ryzen 7,4,SSD,256.0,Nvidia RTX 3060,15.6,1366x768,8.7,2.79,FreeDOS,982.66,Mid-End
Apple,Intel i3,8,SSD,256.0,Nvidia RTX 2060,16.0,1920x1080,7.9,2.94,Windows,1440.95,Mid-End
Apple,AMD Ryzen 5,8,SSD,2048.0,Integrated,17.3,1920x1080,4.5,2.21,Windows,1242.47,Mid-End
Apple,AMD Ryzen 3,32,SSD,2048.0,Nvidia RTX 2060,16.0,1366x768,5.0,2.82,FreeDOS,1828.31,High-End
HP,AMD Ryzen 5,16,SSD,2048.0,AMD Radeon RX 6800,16.0,2560x1440,11.0,2.69,FreeDOS,1791.38,High-End
HP,AMD Ryzen 9,4,SSD,1024.0,AMD Radeon RX 6600,17.3,3840x2160,7.6,2.16,FreeDOS,2742.95,High-End
Dell,AMD Ryzen 3,32,SSD,512.0,Integrated,17.3,2560x1440,7.2,2.74,macOS,1144.56,Mid-End
Dell,Intel i9,8,SSD,512.0,Nvidia GTX 1650,14.0,1920x1080,4.2,2.96,FreeDOS,1584.71,High-End
Samsung,AMD Ryzen 3,32,SSD,512.0,Integrated,14.0,1366x768,4.8,3.25,FreeDOS,787.55,Low-End
Dell,Intel i7,4,SSD,512.0,Nvidia RTX 3080,17.3,1366x768,9.3,1.35,Linux,1090.52,Mid-End
Dell,Intel i7,8,SSD,2048.0,Nvidia GTX 1650,15.6,1920x1080,8.8,1.66,Linux,1428.13,Mid-End
MSI,AMD Ryzen 5,16,SSD,256.0,Nvidia RTX 2060,15.6,3840x2160,11.6,2.37,FreeDOS,2879.9,High-End
MSI,Intel i5,4,HDD,1024.0,Nvidia RTX 3060,16.0,1920x1080,7.9,1.85,FreeDOS,1016.57,Mid-End
Microsoft,AMD Ryzen 5,4,SSD,256.0,Nvidia RTX 3080,16.0,3840x2160,9.1,3.38,macOS,1534.79,High-End
Acer,AMD Ryzen 9,64,SSD,256.0,Nvidia GTX 1650,17.3,1366x768,11.1,1.63,FreeDOS,3500.75,Luxury
Razer,Intel i3,4,SSD,1024.0,Nvidia GTX 1650,13.3,1920x1080,11.3,1.58,FreeDOS,943.26,Mid-End
HP,Intel i5,32,SSD,1024.0,Nvidia RTX 3060,14.0,1366x768,11.3,2.54,Linux,1376.29,Mid-End
Samsung,Intel i3,64,HDD,1024.0,Nvidia GTX 1650,17.3,2560x1440,7.5,2.15,Windows,2393.27,High-End
Asus,Intel i9,16,SSD,512.0,Nvidia RTX 3060,13.3,1366x768,11.2,2.6,FreeDOS,1524.82,High-End
Samsung,AMD Ryzen 5,4,SSD,512.0,Nvidia RTX 2060,13.3,1366x768,9.6,1.55,Linux,892.73,Mid-End
Acer,AMD Ryzen 3,8,SSD,2048.0,AMD Radeon RX 6600,15.6,3840x2160,7.7,1.92,FreeDOS,1427.67,Mid-End
Dell,AMD Ryzen 3,32,SSD,2048.0,Nvidia RTX 2060,13.3,2560x1440,9.7,1.57,Windows,1538.87,High-End
Asus,Intel i9,16,HDD,1024.0,Nvidia RTX 3080,13.3,3840x2160,8.1,3.0,Windows,2687.66,High-End
Microsoft,Intel i3,32,SSD,256.0,Nvidia RTX 2060,17.3,1920x1080,6.0,1.95,FreeDOS,1574.8,High-End
MSI,Intel i3,8,SSD,512.0,Integrated,14.0,1366x768,9.2,2.12,FreeDOS,719.02,Low-End
Acer,Intel i5,16,SSD,1024.0,Nvidia RTX 2060,14.0,1366x768,7.8,1.65,Linux,973.61,Mid-End
Microsoft,Intel i9,32,SSD,2048.0,Integrated,16.0,3840x2160,12.0,2.41,Linux,3344.8,Luxury
Samsung,Intel i9,64,SSD,256.0,AMD Radeon RX 6800,15.6,1366x768,5.9,1.99,macOS,3755.46,Luxury
Lenovo,Intel i5,64,SSD,2048.0,AMD Radeon RX 6800,17.3,3840x2160,10.6,2.73,macOS,4457.97,Luxury
Razer,AMD Ryzen 9,64,HDD,1024.0,Integrated,15.6,1366x768,4.6,1.94,Linux,2946.03,High-End
Microsoft,Intel i5,4,SSD,256.0,Nvidia GTX 1650,15.6,2560x1440,9.1,3.04,Windows,1285.96,Mid-End
Microsoft,Intel i9,8,SSD,1024.0,AMD Radeon RX 6600,13.3,2560x1440,10.8,3.45,FreeDOS,1971.24,High-End
Apple,Intel i7,16,HDD,1024.0,AMD Radeon RX 6800,14.0,1920x1080,11.3,2.46,FreeDOS,1738.12,High-End
MSI,Intel i5,64,HDD,1024.0,AMD Radeon RX 6800,16.0,1920x1080,9.3,2.77,macOS,2744.21,High-End
Samsung,AMD Ryzen 5,16,SSD,256.0,AMD Radeon RX 6800,17.3,3840x2160,9.5,1.48,Linux,2279.6,High-End
Dell,AMD Ryzen 7,16,SSD,2048.0,AMD Radeon RX 6600,14.0,2560x1440,6.8,3.15,Linux,1879.84,High-End
Microsoft,Intel i7,16,SSD,256.0,Nvidia RTX 3080,14.0,3840x2160,11.8,1.72,Windows,2447.95,High-End
Asus,Intel i5,32,SSD,1024.0,AMD Radeon RX 6800,13.3,1920x1080,8.3,2.57,Linux,1492.62,Mid-End
MSI,AMD Ryzen 5,32,SSD,2048.0,Nvidia RTX 3060,14.0,1920x1080,8.2,2.04,FreeDOS,1924.64,High-End
Razer,Intel i3,8,SSD,2048.0,Nvidia RTX 2060,17.3,3840x2160,8.2,1.35,FreeDOS,2179.14,High-End
Asus,Intel i5,32,HDD,1024.0,AMD Radeon RX 6800,13.3,1366x768,9.9,1.45,Windows,1128.41,Mid-End
MSI,AMD Ryzen 5,8,SSD,1024.0,Nvidia GTX 1650,13.3,3840x2160,10.6,1.77,Windows,2084.52,High-End
Razer,AMD Ryzen 3,4,SSD,1024.0,Nvidia RTX 3080,14.0,1366x768,8.4,2.48,macOS,753.63,Low-End
Dell,Intel i7,64,SSD,2048.0,Integrated,14.0,1366x768,6.2,3.11,Linux,1702.88,High-End
Dell,Intel i7,64,SSD,1024.0,Nvidia RTX 2060,17.3,2560x1440,6.5,2.53,Windows,4073.74,Luxury
Apple,AMD Ryzen 3,32,HDD,1024.0,Nvidia RTX 3080,13.3,1366x768,5.7,2.49,macOS,1423.7,Mid-End
Microsoft,Intel i3,32,SSD,512.0,Integrated,14.0,3840x2160,6.3,2.97,FreeDOS,1486.83,Mid-End
Apple,Intel i5,4,SSD,512.0,AMD Radeon RX 6600,17.3,2560x1440,10.4,3.42,Linux,1985.45,High-End
MSI,AMD Ryzen 3,8,HDD,1024.0,AMD Radeon RX 6600,15.6,1366x768,12.0,3.04,macOS,993.03,Mid-End
Razer,AMD Ryzen 5,4,SSD,512.0,AMD Radeon RX 6800,16.0,1920x1080,7.8,1.26,Windows,1498.5,Mid-End
MSI,AMD Ryzen 3,32,SSD,1024.0,AMD Radeon RX 6600,15.6,3840x2160,5.1,1.85,FreeDOS,3076.56,Luxury
HP,Intel i3,16,HDD,1024.0,Nvidia RTX 3060,16.0,3840x2160,4.6,2.68,macOS,1513.01,High-End
Microsoft,AMD Ryzen 7,32,SSD,512.0,AMD Radeon RX 6600,17.3,1366x768,11.8,3.36,FreeDOS,1978.25,High-End
Apple,AMD Ryzen 9,32,HDD,1024.0,Nvidia RTX 3060,17.3,3840x2160,5.7,2.27,FreeDOS,5912.87,Luxury
HP,Intel i5,16,HDD,1024.0,AMD Radeon RX 6600,14.0,1920x1080,10.1,1.77,macOS,1143.72,Mid-End
Razer,Intel i7,32,SSD,2048.0,AMD Radeon RX 6800,15.6,1920x1080,7.1,2.94,FreeDOS,3116.13,Luxury
Samsung,AMD Ryzen 7,8,SSD,1024.0,Nvidia RTX 3080,13.3,3840x2160,5.4,1.25,Linux,2222.85,High-End
Lenovo,AMD Ryzen 7,32,SSD,512.0,AMD Radeon RX 6600,14.0,2560x1440,7.8,3.18,Windows,2382.91,High-End
Apple,AMD Ryzen 9,32,HDD,1024.0,AMD Radeon RX 6800,13.3,2560x1440,9.0,2.79,macOS,4109.54,Luxury
Razer,AMD Ryzen 9,16,SSD,512.0,Nvidia RTX 3080,16.0,3840x2160,7.2,3.28,Linux,5069.55,Luxury
Apple,Intel i3,32,HDD,1024.0,Nvidia RTX 2060,17.3,1920x1080,8.2,3.31,Windows,1827.47,High-End
Lenovo,Intel i7,32,HDD,1024.0,AMD Radeon RX 6600,14.0,1366x768,6.6,2.06,FreeDOS,1522.72,High-End
Asus,AMD Ryzen 7,32,HDD,1024.0,Nvidia GTX 1650,13.3,1366x768,5.1,3.2,Linux,1379.6,Mid-End
Acer,AMD Ryzen 5,32,SSD,2048.0,AMD Radeon RX 6800,16.0,1366x768,6.7,2.46,Linux,1337.99,Mid-End
Dell,Intel i7,64,SSD,256.0,AMD Radeon RX 6800,17.3,1920x1080,5.5,2.29,FreeDOS,3384.74,Luxury
Microsoft,AMD Ryzen 3,32,SSD,1024.0,Nvidia RTX 3080,15.6,2560x1440,9.4,3.4,Windows,1683.01,High-End
MSI,AMD Ryzen 5,64,SSD,1024.0,AMD Radeon RX 6600,17.3,2560x1440,10.4,2.81,FreeDOS,4258.23,Luxury
Dell,Intel i7,16,SSD,2048.0,Integrated,14.0,1920x1080,5.7,3.1,Linux,1154.01,Mid-End
Asus,AMD Ryzen 5,16,SSD,256.0,AMD Radeon RX 6600,14.0,2560x1440,4.1,1.28,Windows,1377.4,Mid-End
Acer,Intel i7,64,HDD,1024.0,Nvidia GTX 1650,14.0,1366x768,5.6,1.32,Linux,2056.88,High-End
Lenovo,AMD Ryzen 9,4,SSD,2048.0,Nvidia RTX 2060,13.3,2560x1440,6.4,2.02,Windows,1927.68,High-End
HP,AMD Ryzen 9,8,SSD,512.0,Nvidia RTX 2060,14.0,1366x768,6.5,1.39,Linux,1431.67,Mid-End
Lenovo,Intel i9,16,SSD,256.0,AMD Radeon RX 6600,14.0,2560x1440,8.4,3.17,macOS,2525.95,High-End
Razer,AMD Ryzen 5,4,SSD,512.0,Integrated,14.0,1366x768,5.3,3.25,FreeDOS,648.64,Low-End
Microsoft,AMD Ryzen 3,64,SSD,2048.0,Nvidia RTX 3080,16.0,2560x1440,10.7,2.26,FreeDOS,2786.99,High-End
Lenovo,AMD Ryzen 9,16,SSD,1024.0,AMD Radeon RX 6800,13.3,1920x1080,10.1,1.98,FreeDOS,2032.97,High-End
MSI,Intel i5,64,SSD,512.0,Nvidia RTX 2060,16.0,2560x1440,5.3,2.42,FreeDOS,4104.64,Luxury
HP,AMD Ryzen 5,4,SSD,512.0,Nvidia RTX 2060,17.3,1920x1080,9.8,2.74,FreeDOS,1043.75,Mid-End
Samsung,Intel i7,16,SSD,1024.0,Nvidia RTX 3060,13.3,3840x2160,9.0,2.32,Windows,2518.86,High-End
HP,Intel i7,16,SSD,256.0,Nvidia GTX 1650,15.6,1366x768,10.7,1.9,FreeDOS,1323.79,Mid-End
MSI,Intel i7,8,SSD,512.0,AMD Radeon RX 6800,15.6,3840x2160,4.9,3.0,FreeDOS,2815.19,High-End
Acer,Intel i9,64,SSD,512.0,Integrated,16.0,1920x1080,5.4,1.5,Windows,2922.92,High-End
Asus,Intel i3,8,SSD,256.0,AMD Radeon RX 6600,14.0,3840x2160,4.0,1.99,Windows,1534.84,High-End
MSI,AMD Ryzen 5,4,SSD,2048.0,Nvidia RTX 3060,13.3,1920x1080,7.6,3.47,FreeDOS,1039.51,Mid-End
Microsoft,Intel i9,16,SSD,512.0,Nvidia RTX 3060,17.3,2560x1440,10.1,1.65,FreeDOS,2768.48,High-End
Lenovo,AMD Ryzen 7,64,SSD,1024.0,Integrated,17.3,1920x1080,10.1,1.49,Windows,2222.97,High-End
Acer,Intel i5,4,SSD,2048.0,AMD Radeon RX 6600,16.0,1366x768,9.4,1.93,FreeDOS,820.0,Mid-End
Microsoft,Intel i7,64,SSD,256.0,Nvidia RTX 2060,16.0,3840x2160,10.8,3.39,macOS,5402.68,Luxury
Dell,Intel i5,64,SSD,1024.0,Nvidia RTX 3060,14.0,1920x1080,10.3,2.1,FreeDOS,2527.63,High-End
Samsung,AMD Ryzen 9,64,HDD,1024.0,Nvidia RTX 3080,15.6,2560x1440,8.1,1.43,Linux,4443.95,Luxury
Samsung,AMD Ryzen 5,4,SSD,256.0,AMD Radeon RX 6800,14.0,2560x1440,6.9,2.55,Linux,1202.08,Mid-End
Acer,Intel i9,32,SSD,512.0,Integrated,13.3,3840x2160,9.3,2.52,macOS,2881.75,High-End
Samsung,Intel i9,4,SSD,1024.0,Nvidia RTX 3080,14.0,1366x768,4.6,2.56,FreeDOS,1187.77,Mid-End
Asus,AMD Ryzen 9,16,SSD,512.0,Nvidia GTX 1650,16.0,1920x1080,5.2,1.28,FreeDOS,2201.82,High-End
HP,Intel i3,16,SSD,256.0,Nvidia RTX 2060,16.0,1366x768,7.4,1.68,Windows,961.2,Mid-End
HP,AMD Ryzen 5,8,SSD,2048.0,Nvidia RTX 3060,17.3,3840x2160,11.7,1.65,FreeDOS,1923.87,High-End
Samsung,AMD Ryzen 5,32,HDD,1024.0,Nvidia RTX 2060,17.3,1366x768,6.7,2.2,Linux,1338.67,Mid-End
Razer,AMD Ryzen 9,8,HDD,1024.0,Nvidia GTX 1650,13.3,3840x2160,9.3,2.79,Windows,3056.42,Luxury
Apple,AMD Ryzen 9,16,HDD,1024.0,Nvidia RTX 2060,17.3,1920x1080,6.7,1.73,Linux,2584.71,High-End
Apple,AMD Ryzen 3,4,SSD,512.0,Integrated,13.3,1366x768,8.8,3.3,Linux,571.64,Low-End
MSI,Intel i3,16,SSD,512.0,Nvidia RTX 2060,15.6,3840x2160,8.3,1.38,Windows,2271.15,High-End
Microsoft,AMD Ryzen 9,4,SSD,256.0,Nvidia RTX 3060,17.3,1366x768,9.4,2.9,macOS,1534.33,High-End
Dell,AMD Ryzen 5,32,SSD,512.0,Integrated,16.0,1920x1080,11.6,2.21,FreeDOS,1336.19,Mid-End
HP,Intel i5,4,HDD,1024.0,Nvidia RTX 3060,13.3,3840x2160,8.6,1.74,Linux,1156.98,Mid-End
Samsung,AMD Ryzen 7,64,SSD,2048.0,AMD Radeon RX 6800,13.3,1920x1080,5.7,3.09,FreeDOS,3034.0,Luxury
Razer,AMD Ryzen 9,8,SSD,2048.0,Nvidia RTX 3080,15.6,1920x1080,9.4,3.39,FreeDOS,2451.72,High-End
Lenovo,AMD Ryzen 7,4,SSD,512.0,Nvidia RTX 3060,13.3,2560x1440,9.1,2.51,macOS,1522.93,High-End
Lenovo,Intel i7,8,SSD,1024.0,Integrated,17.3,2560x1440,6.6,1.43,FreeDOS,1130.56,Mid-End
Acer,AMD Ryzen 5,4,SSD,512.0,Integrated,17.3,2560x1440,5.2,3.27,FreeDOS,829.69,Mid-End
Samsung,AMD Ryzen 7,8,SSD,512.0,Nvidia RTX 3060,13.3,2560x1440,8.3,2.34,macOS,1626.62,High-End
HP,AMD Ryzen 9,64,SSD,2048.0,Integrated,16.0,1920x1080,5.9,1.93,macOS,2951.24,High-End
Apple,Intel i5,4,SSD,512.0,Nvidia RTX 2060,17.3,3840x2160,4.3,2.47,Windows,2315.26,High-End
Razer,Intel i9,8,SSD,256.0,Nvidia GTX 1650,15.6,2560x1440,9.4,3.08,macOS,3283.91,Luxury
Apple,AMD Ryzen 7,32,HDD,1024.0,AMD Radeon RX 6800,15.6,1920x1080,8.5,2.88,Windows,2800.75,High-End
Razer,AMD Ryzen 5,8,SSD,512.0,Integrated,13.3,3840x2160,8.7,1.79,Windows,1569.61,High-End
Acer,Intel i3,8,SSD,512.0,Nvidia RTX 3080,14.0,1920x1080,7.2,3.38,macOS,862.23,Mid-End
HP,Intel i9,32,SSD,2048.0,Nvidia RTX 3060,16.0,2560x1440,8.7,2.8,FreeDOS,3725.25,Luxury
Samsung,AMD Ryzen 3,64,SSD,1024.0,AMD Radeon RX 6800,15.6,1366x768,7.5,1.35,macOS,1817.16,High-End
HP,AMD Ryzen 5,32,SSD,512.0,Nvidia RTX 3060,14.0,1920x1080,5.5,2.37,FreeDOS,1500.1,High-End
Apple,AMD Ryzen 5,4,SSD,256.0,AMD Radeon RX 6600,16.0,1366x768,9.3,1.21,macOS,1355.11,Mid-End
Razer,Intel i9,16,SSD,1024.0,Nvidia RTX 3060,16.0,1366x768,6.8,1.83,macOS,2451.99,High-End
HP,AMD Ryzen 5,16,SSD,1024.0,AMD Radeon RX 6600,15.6,3840x2160,7.7,1.84,Linux,2330.24,High-End
Samsung,AMD Ryzen 3,4,SSD,256.0,Nvidia RTX 3060,15.6,3840x2160,6.1,2.89,Linux,1531.41,High-End
Razer,AMD Ryzen 5,64,SSD,512.0,AMD Radeon RX 6800,16.0,3840x2160,11.5,1.68,Linux,5978.62,Luxury
Microsoft,Intel i7,8,SSD,256.0,Nvidia GTX 1650,17.3,2560x1440,5.0,3.24,macOS,1607.11,High-End
HP,Intel i7,32,SSD,1024.0,Nvidia RTX 2060,15.6,2560x1440,7.8,1.84,Windows,2583.99,High-End
Asus,AMD Ryzen 7,64,SSD,256.0,Nvidia RTX 3060,14.0,3840x2160,5.5,3.16,macOS,4840.82,Luxury
Razer,Intel i5,16,SSD,1024.0,AMD Radeon RX 6600,16.0,2560x1440,4.5,1.37,macOS,2439.62,High-End
Razer,AMD Ryzen 7,64,SSD,1024.0,Nvidia GTX 1650,13.3,1920x1080,5.2,1.4,Windows,4021.74,Luxury
Asus,AMD Ryzen 9,32,SSD,512.0,Nvidia GTX 1650,17.3,2560x1440,8.0,1.82,macOS,3632.82,Luxury
HP,AMD Ryzen 7,32,SSD,512.0,AMD Radeon RX 6600,16.0,1920x1080,8.9,2.39,macOS,2164.79,High-End
Lenovo,AMD Ryzen 7,16,SSD,512.0,AMD Radeon RX 6600,15.6,3840x2160,6.9,2.71,Windows,2616.91,High-End
Dell,Intel i5,16,SSD,256.0,Nvidia RTX 3060,16.0,3840x2160,6.6,1.81,macOS,2065.57,High-End
Microsoft,Intel i9,64,SSD,512.0,Nvidia GTX 1650,13.3,3840x2160,5.2,3.22,FreeDOS,6397.65,Luxury
Lenovo,AMD Ryzen 3,4,SSD,256.0,Nvidia RTX 3060,13.3,1366x768,11.3,1.77,Linux,508.27,Low-End
Microsoft,AMD Ryzen 9,8,SSD,256.0,Nvidia GTX 1650,13.3,1366x768,6.5,1.28,Windows,1501.64,High-End
Microsoft,Intel i3,64,SSD,1024.0,Nvidia GTX 1650,16.0,3840x2160,9.5,2.63,macOS,3530.18,Luxury
MSI,AMD Ryzen 3,16,SSD,512.0,Nvidia RTX 2060,14.0,1920x1080,4.0,2.64,FreeDOS,1292.68,Mid-End
Asus,Intel i9,4,HDD,1024.0,Nvidia RTX 3060,13.3,1920x1080,7.3,1.26,Windows,1219.25,Mid-End
HP,AMD Ryzen 5,4,SSD,1024.0,AMD Radeon RX 6800,17.3,1366x768,8.3,3.02,Linux,955.89,Mid-End
Apple,AMD Ryzen 3,64,SSD,256.0,Nvidia RTX 3080,13.3,1366x768,10.8,2.93,FreeDOS,2481.8,High-End
Microsoft,AMD Ryzen 5,4,SSD,256.0,Nvidia RTX 3080,15.6,2560x1440,9.1,2.01,Linux,1352.71,Mid-End
Asus,Intel i5,32,SSD,2048.0,AMD Radeon RX 6800,16.0,1366x768,9.1,1.95,Linux,1458.67,Mid-End
MSI,Intel i9,32,SSD,512.0,Nvidia RTX 3080,17.3,3840x2160,8.5,2.86,FreeDOS,6324.06,Luxury
Apple,AMD Ryzen 5,64,SSD,512.0,AMD Radeon RX 6800,16.0,2560x1440,10.9,3.48,macOS,4988.62,Luxury
HP,AMD Ryzen 9,16,SSD,1024.0,Nvidia RTX 3080,16.0,3840x2160,11.5,1.41,FreeDOS,3536.96,Luxury
Microsoft,AMD Ryzen 7,64,SSD,2048.0,Nvidia GTX 1650,15.6,3840x2160,10.3,1.99,Windows,5538.79,Luxury
Asus,AMD Ryzen 5,64,SSD,1024.0,AMD Radeon RX 6600,16.0,3840x2160,12.0,2.15,Windows,4331.07,Luxury
